Strike ID,Date,Loc,Adm_3,Adm_2,Adm_1,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Maximum reported injured,matched_sort_Adm_1,matched_sort_Adm_1_ufi,matched_sort_Adm_1_adm1,matched_sort_Adm_1_matched_sort_Adm_1,matched_sort_Adm_1_full_name,matched_sort_Adm_1_full_nm_nd,matched_sort_Adm_1_desig_cd,matched_sort_Adm_1_lat_dd,matched_sort_Adm_1_long_dd,matched_sort_Adm_2,matched_sort_Adm_2_ufi,matched_sort_Adm_2_adm1,matched_sort_Adm_2_matched_sort_Adm_2,matched_sort_Adm_2_full_name,matched_sort_Adm_2_full_nm_nd,matched_sort_Adm_2_desig_cd,matched_sort_Adm_2_lat_dd,matched_sort_Adm_2_long_dd,matched_sort_Adm_3,matched_sort_Adm_3_ufi,matched_sort_Adm_3_adm1,matched_sort_Adm_3_matched_sort_Adm_3,matched_sort_Adm_3_full_name,matched_sort_Adm_3_full_nm_nd,matched_sort_Adm_3_desig_cd,matched_sort_Adm_3_lat_dd,matched_sort_Adm_3_long_dd,matched_sort_Loc,matched_sort_Loc_ufi,matched_sort_Loc_adm1,matched_sort_Loc_matched_sort_Loc,matched_sort_Loc_full_name,matched_sort_Loc_full_nm_nd,matched_sort_Loc_desig_cd,matched_sort_Loc_lat_dd,matched_sort_Loc_long_dd
Ob137,02/10/2010,Asar Village,unclear,North Waziristan,Khyber Pakhtunkhwa,8,10,0,0,0,0,2,4,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,SAR,-2773689.0,PK-KP,SAR,Sar,Sar,PPL,34.107078,71.456954
Ob138,02/10/2010,Inzarkas,unclear,North Waziristan,Khyber Pakhtunkhwa,7,14,0,0,0,0,2,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,INZARKATS,-3879104.0,PK-KP,INZARKATS,Inzar Kats,Inzar Kats,PPL,32.97704,69.621083
Ob139,04/10/2010,unclear,Mirali,North Waziristan,Khyber Pakhtunkhwa,5,9,0,3,0,0,2,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRALI,-2774137.0,PK-KP,MIRALI,Mīr Ali,Mir Ali,PPL,32.697515,69.948741,,,,,,,,,
Ob140,06/10/2010,unclear,Miranshah,North Waziristan,Khyber Pakhtunkhwa,5,11,0,0,0,0,4,4,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRANSHAH,-2769162.0,PK-KP,MIRANSHAH,Miran Shah,Miran Shah,PPL,33.000588,70.071166,,,,,,,,,
Ob141,06/10/2010,Hurmuz,unclear,North Waziristan,Khyber Pakhtunkhwa,3,5,0,0,0,0,3,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,MU,6140509.0,PK-KP,MU,Mu,Mu,PPL,31.958039,70.985846
Ob142,07/10/2010,Khaisoori,unclear,North Waziristan,Khyber Pakhtunkhwa,4,4,0,0,0,0,2,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,KHAI,6126610.0,PK-KP,KHAI,Khai,Khai,PPL,34.143534,73.483335
Ob143,08/10/2010,Mohammad Khel,unclear,North Waziristan,Khyber Pakhtunkhwa,4,6,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,MUHAMMADKHEL,-2769600.0,PK-KP,MUHAMMADKHEL,Muhammad Khel,Muhammad Khel,PPL,32.983333,70.533333
Ob144,08/10/2010,Char Khel,unclear,North Waziristan,Khyber Pakhtunkhwa,5,8,0,4,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,CHARKHEL,6047268.0,PK-KP,CHARKHEL,Chār Khel,Char Khel,PPL,33.061164,69.581582
Ob145,10/10/2010,Shiva,unclear,North Waziristan,Khyber Pakhtunkhwa,4,9,0,0,0,0,3,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,GARHISHIA,-3881469.0,PK-KP,GARHISHIA,Garhi Shia,Garhi Shia,PPL,34.010346,71.703013
Ob146,13/10/2010,unclear,Datta Khel,North Waziristan,Khyber Pakhtunkhwa,6,14,3,6,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,DATTAKHEL,-3879026.0,PK-KP,DATTAKHEL,Datta Khel,Datta Khel,PPL,32.908489,69.744773,,,,,,,,,
Ob147,15/10/2010,Aziz Khel,unclear,North Waziristan,Khyber Pakhtunkhwa,4,6,0,0,0,0,3,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,AZIZKHEL,-3875929.0,PK-KP,AZIZKHEL,Aziz Khel,Aziz Khel,PPL,33.819857,70.630669
Ob148,15/10/2010,Machi Khel,unclear,North Waziristan,Khyber Pakhtunkhwa,3,5,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,MACHIKHEL,-2767787.0,PK-KP,MACHIKHEL,Machi Khel,Machi Khel,PPL,33.028817,70.243064
Ob149,18/10/2010,unclear,Datta Khel,North Waziristan,Khyber Pakhtunkhwa,6,7,1,1,1,1,1,6,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,DATTAKHEL,-3879026.0,PK-KP,DATTAKHEL,Datta Khel,Datta Khel,PPL,32.908489,69.744773,,,,,,,,,
Ob150,27/10/2010,unclear,Mirali,North Waziristan,Khyber Pakhtunkhwa,2,5,0,0,0,0,1,1,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRALI,-2774137.0,PK-KP,MIRALI,Mīr Ali,Mir Ali,PPL,32.697515,69.948741,,,,,,,,,
Ob151,27/10/2010,Deegan,unclear,North Waziristan,Khyber Pakhtunkhwa,2,4,0,0,0,0,1,1,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,DEGAN,-2759023.0,PK-KP,DEGAN,Degān,Degan,PPL,32.924758,70.699781
Ob152,28/10/2010,Ismail Khel,unclear,North Waziristan,Khyber Pakhtunkhwa,4,8,0,4,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,ISMAILKHEL,-3879096.0,PK-KP,ISMAILKHEL,Ismail Khel,Ismail Khel,PPL,32.967699,69.690263
Ob153,01/11/2010,Haider Khel,unclear,North Waziristan,Khyber Pakhtunkhwa,5,6,0,0,0,0,2,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,HAIDERKHEL,242536.0,PK-KP,HAIDERKHEL,Haider Khel,Haider Khel,PPL,32.944861,70.296003
Ob154,03/11/2010,Qutab Khel,unclear,North Waziristan,Khyber Pakhtunkhwa,4,5,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,QUTABKHEL,-2756397.0,PK-KP,QUTABKHEL,Qutab Khel,Qutab Khel,PPL,32.965375,70.082695
Ob155,03/11/2010,Khaso Khel,unclear,North Waziristan,Khyber Pakhtunkhwa,4,5,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,HEL,-2762133.0,PK-KP,HEL,Hel,Hel,PPL,34.240129,72.548973
Ob156,03/11/2010,Pai Khel,unclear,North Waziristan,Khyber Pakhtunkhwa,4,5,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,PAIKHEL,-3870705.0,PK-KP,PAIKHEL,Pai Khel,Pai Khel,TRB,34.812804,71.76033
Ob157,07/11/2010,unclear,Ghulam Khan,North Waziristan,Khyber Pakhtunkhwa,8,9,0,0,0,0,2,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,GHULAMKHAN,395874.0,PK-KP,GHULAMKHAN,Ghulam Khan,Ghulam Khan,PPL,33.051656,70.019932,,,,,,,,,
Ob158,07/11/2010,unclear,Datta Khel,North Waziristan,Khyber Pakhtunkhwa,3,6,0,0,0,0,1,4,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,DATTAKHEL,-3879026.0,PK-KP,DATTAKHEL,Datta Khel,Datta Khel,PPL,32.908489,69.744773,,,,,,,,,
Ob159,11/11/2010,unclear,Ghulam Khan,North Waziristan,Khyber Pakhtunkhwa,5,8,0,0,0,0,5,6,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,GHULAMKHAN,395874.0,PK-KP,GHULAMKHAN,Ghulam Khan,Ghulam Khan,PPL,33.051656,70.019932,,,,,,,,,
Ob160,13/11/2010,unclear,Miranshah,North Waziristan,Khyber Pakhtunkhwa,4,4,0,4,0,0,1,1,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRANSHAH,-2769162.0,PK-KP,MIRANSHAH,Miran Shah,Miran Shah,PPL,33.000588,70.071166,,,,,,,,,
Ob161,16/11/2010,unclear,Ghulam Khan,North Waziristan,Khyber Pakhtunkhwa,20,20,0,9,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,GHULAMKHAN,395874.0,PK-KP,GHULAMKHAN,Ghulam Khan,Ghulam Khan,PPL,33.051656,70.019932,,,,,,,,,
Ob162,19/11/2010,Norak,unclear,North Waziristan,Khyber Pakhtunkhwa,2,4,0,0,0,0,1,1,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,AK,13523825.0,PK-KP,AK,Ak,Ak,PPL,35.034764,73.277057
Ob163,21/11/2010,Khaddi,unclear,North Waziristan,Khyber Pakhtunkhwa,5,9,0,3,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,KHADDI,250040.0,PK-KP,KHADDI,Khaddi,Khaddi,PPL,32.972156,70.214421
Ob164,22/11/2010,Khesoor,unclear,North Waziristan,Khyber Pakhtunkhwa,3,6,0,0,0,0,2,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,unclear,,,,,,,,
Ob165,26/11/2010,Pir Kelev,unclear,North Waziristan,Khyber Pakhtunkhwa,2,4,1,4,1,1,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,PIR,-2770950.0,PK-KP,PIR,Pir,Pir,PPL,34.330273,73.303972
Ob166,28/11/2010,Hassan Khel,unclear,North Waziristan,Khyber Pakhtunkhwa,0,4,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,HASSANKHEL,395894.0,PK-KP,HASSANKHEL,Hassan Khel,Hassan Khel,PPL,33.20526,70.308413
Ob167,06/12/2010,Khushali,unclear,North Waziristan,Khyber Pakhtunkhwa,3,5,0,2,0,0,3,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,KHUSHALI,12344144.0,PK-KP,KHUSHALI,Khushali,Khushali,PPL,32.85283,70.243424
Ob168,06/12/2010,Kushali,unclear,North Waziristan,Khyber Pakhtunkhwa,2,4,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,KHUSHALI,12344144.0,PK-KP,KHUSHALI,Khushali,Khushali,PPL,32.85283,70.243424
Ob169,10/12/2010,Khadar Khel,unclear,North Waziristan,Khyber Pakhtunkhwa,4,4,0,0,0,0,2,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,KHADARKHEL,-2765036.0,PK-KP,KHADARKHEL,Khadar Khel,Khadar Khel,PPL,33.411804,71.416083
Ob170,14/12/2010,Spalaga,unclear,North Waziristan,Khyber Pakhtunkhwa,3,4,0,4,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,SPALGA,-2775094.0,PK-KP,SPALGA,Spalga,Spalga,PPL,32.931225,70.133706
Ob171,16/12/2010,unclear,Unclear,Khyber,Khyber Pakhtunkhwa,7,7,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,KHYBER,-2765835.0,PK-KP,KHYBER,Khyber,Khyber,ADM3,33.956536,71.069551,,,,,,,,,,,,,,,,,,
Ob172,17/12/2010,unclear,Unclear,Khyber,Khyber Pakhtunkhwa,7,15,0,0,0,0,7,11,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,KHYBER,-2765835.0,PK-KP,KHYBER,Khyber,Khyber,ADM3,33.956536,71.069551,,,,,,,,,,,,,,,,,,
Ob173,17/12/2010,unclear,Unclear,Khyber,Khyber Pakhtunkhwa,11,15,0,0,0,0,2,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,KHYBER,-2765835.0,PK-KP,KHYBER,Khyber,Khyber,ADM3,33.956536,71.069551,,,,,,,,,,,,,,,,,,
Ob174,17/12/2010,unclear,Unclear,Khyber,Khyber Pakhtunkhwa,32,32,2,2,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,KHYBER,-2765835.0,PK-KP,KHYBER,Khyber,Khyber,ADM3,33.956536,71.069551,,,,,,,,,,,,,,,,,,
Ob175,27/12/2010,Shera Tala,unclear,North Waziristan,Khyber Pakhtunkhwa,18,22,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,TAL,-3872723.0,PK-KP,TAL,Tal,Tal,PPL,34.952062,71.768064
Ob176,27/12/2010,Machi Khel,unclear,North Waziristan,Khyber Pakhtunkhwa,4,4,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,MACHIKHEL,-2767787.0,PK-KP,MACHIKHEL,Machi Khel,Machi Khel,PPL,33.028817,70.243064
Ob177,28/12/2010,unclear,Ghulam Khan,North Waziristan,Khyber Pakhtunkhwa,5,7,0,0,0,0,2,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,GHULAMKHAN,395874.0,PK-KP,GHULAMKHAN,Ghulam Khan,Ghulam Khan,PPL,33.051656,70.019932,,,,,,,,,
Ob178,28/12/2010,unclear,Ghulam Khan,North Waziristan,Khyber Pakhtunkhwa,5,12,2,4,0,0,3,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,GHULAMKHAN,395874.0,PK-KP,GHULAMKHAN,Ghulam Khan,Ghulam Khan,PPL,33.051656,70.019932,,,,,,,,,
Ob179,28/12/2010,unclear,Ghulam Khan,North Waziristan,Khyber Pakhtunkhwa,9,10,0,0,0,0,6,6,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,GHULAMKHAN,395874.0,PK-KP,GHULAMKHAN,Ghulam Khan,Ghulam Khan,PPL,33.051656,70.019932,,,,,,,,,
Ob180,31/12/2010,unclear,Ghulam Khan,North Waziristan,Khyber Pakhtunkhwa,4,8,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,GHULAMKHAN,395874.0,PK-KP,GHULAMKHAN,Ghulam Khan,Ghulam Khan,PPL,33.051656,70.019932,,,,,,,,,
Ob181,01/01/2011,Mandi Khel,unclear,North Waziristan,Khyber Pakhtunkhwa,8,10,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,MANDIKHEL,-3879029.0,PK-KP,MANDIKHEL,Mandi Khel,Mandi Khel,PPL,32.912952,69.735614
Ob182,01/01/2011,Mandi Khel,unclear,North Waziristan,Khyber Pakhtunkhwa,4,6,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,MANDIKHEL,-3879029.0,PK-KP,MANDIKHEL,Mandi Khel,Mandi Khel,PPL,32.912952,69.735614
Ob183,01/01/2011,unclear,Datta Khel,North Waziristan,Khyber Pakhtunkhwa,4,5,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,DATTAKHEL,-3879026.0,PK-KP,DATTAKHEL,Datta Khel,Datta Khel,PPL,32.908489,69.744773,,,,,,,,,
