,matched_sort_Adm_2,Strike ID,Date,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Maximum reported injured,matched_sort_Adm_2_ufi,matched_sort_Adm_2_adm1,matched_sort_Adm_2_full_name,matched_sort_Adm_2_full_nm_nd,matched_sort_Adm_2_lat_dd,matched_sort_Adm_2_long_dd,reviewed,options
10,BARAKIBARAK,3,"['31/05/2015', '20/07/2015', '02/08/2015']","[2, 7, 4]","[3, 10, 4]","[0, 0, 0]","[3, 0, 0]","[0, 0, 0]","[2, 0, 0]","[0, 5, 0]","[0, 6, 0]",10537174,AF-LOG,Barakī Barak,Baraki Barak,33.929914,68.885233,,"[('BARAKIBARAK', 100, 62), ('AZRA', 68, 12), ('DARA', 68, 109), ('BAZARAK', 67, 106), ('BAHARAK', 67, 286)]"
11,BATIKOT,7,"['14/05/2015', '21/06/2015', '07/07/2015', '19/12/2015', '24/12/2016', '14/07/2017', '10/10/2017']","[4, 6, 4, 3, 1, 8, 2]","[4, 7, 4, 3, 1, 8, 2]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[1, 0, 2, 2, 4, 0, 0]","[1, 0, 2, 2, 4, 0, 0]",10537181,AF-NAN,Batī Kōṯ,Bati Kot,34.289385,70.756531,,"[('BATIKOT', 100, 365), ('KOT', 90, 388), ('TIRINKOT', 67, 193), ('SHAHWALIKOT', 64, 146), ('BAK', 60, 34)]"
12,BERMAL,10,"['11/07/2015', '08/01/2016', '10/01/2016', '10/01/2016', '04/02/2016', '24/09/2016', '25/09/2016', '20/01/2018', '27/01/2018', '22/02/2018']","[3, 0, 0, 0, 10, 0, 0, 14, 1, 1]","[3, 0, 0, 0, 15, 0, 0, 14, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",10537704,AF-PKA,Bêrmal,Bermal,32.71433,69.275053,,"[('BARMAL', 83, 125), ('BARGIMATAL', 62, 314), ('OBE', 60, 22), ('BURKA', 55, 66), ('GOMAL', 55, 151)]"
13,CHAHARDARAH,6,"['09/05/2016', '25/06/2016', '27/06/2016', '26/05/2017', '04/11/2017', '19/07/2018']","[12, 7, 4, 4, 10, 14]","[12, 16, 16, 13, 80, 14]","[0, 0, 0, 0, 10, 14]","[0, 15, 0, 0, 55, 14]","[0, 0, 0, 0, 0, 7]","[0, 0, 0, 0, 0, 7]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 10, 2]",10537242,AF-KDZ,Chahār Darah,Chahar Darah,36.654405,68.567288,,"[('CHAHARDARA', 95, 51), ('DARA', 90, 109), ('CHAPADARA', 80, 75), ('SHAHADA', 77, 283), ('CHAHARIKAR', 76, 153)]"
14,CHAKEWARDAK,2,"['15/06/2015', '17/08/2015']","[2, 2]","[2, 3]","[2, 0]","[2, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]",10537264,AF-WAR,Chak-e Wardak,Chak-e Wardak,34.108224,68.490564,,"[('CHAKIWARDAK', 91, 341), ('BAKWA', 72, 52), ('WARAS', 72, 263), ('AZRA', 68, 12), ('DARA', 68, 109)]"
15,CHAPAHDARAH,6,"['07/06/2015', '04/07/2015', '03/12/2015', '05/08/2017', '16/02/2018', '28/03/2018']","[1, 1, 3, 3, 7, 6]","[1, 1, 3, 3, 7, 6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",10537888,AF-KNR,Chapah Darah,Chapah Darah,34.959001,70.703226,,"[('CHAPADARA', 90, 75), ('DARA', 90, 109), ('CHAPARHAR', 80, 3), ('CHAHARDARA', 76, 51), ('FARAH', 72, 41)]"
16,CHAPARHAR,8,"['04/06/2015', '04/06/2015', '05/07/2015', '30/04/2016', '28/12/2016', '27/02/2017', '28/05/2018', '01/07/2018']","[6, 11, 3, 38, 3, 2, 11, 2]","[6, 11, 3, 38, 3, 2, 11, 2]","[0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 7, 3, 0, 0]","[0, 0, 0, 0, 7, 3, 0, 0]",10537183,AF-NAN,Chaparhār,Chaparhar,34.290801,70.373343,,"[('CHAPARHAR', 100, 3), ('CHAPADARA', 78, 75), ('CHAHARDARA', 74, 51), ('CHAHARIKAR', 74, 153), ('AZRA', 68, 12)]"
17,CHARKH,1,['25/04/2017'],[2],[2],[0],[0],[0],[0],[5],[5],10537175,AF-LOG,Charkh,Charkh,33.815939,68.91962,,"[('CHARKH', 100, 64), ('CHAKHANSUR', 75, 83), ('SANGCHARAK', 75, 240), ('CHAL', 68, 340), ('CHAPARHAR', 67, 3)]"
18,CHIMTAL,1,['10/02/2019'],[0],[7],[0],[0],[0],[0],[0],[0],10537726,AF-BAL,Chimtāl,Chimtal,36.517837,66.600869,,"[('CHIMTAL', 100, 201), ('CHAL', 73, 340), ('SHAYGALWASHITAL', 69, 86), ('SHAMAL', 62, 53), ('BARGIMATAL', 59, 314)]"
19,CHORAH,1,['28/05/2018'],[10],[10],[0],[0],[0],[0],[0],[0],10537963,AF-URU,Chōrah,Chorah,32.930052,66.262706,,"[('CHORA', 91, 321), ('GHORMACH', 71, 288), ('CHARKH', 67, 64), ('GHORAK', 67, 154), ('CHAHAB', 67, 379)]"
20,DANGAM,1,['14/06/2015'],[7],[15],[0],[5],[0],[5],[0],[0],10537890,AF-KNR,Dāngām,Dangam,35.002093,71.437221,,"[('DANGAM', 100, 95), ('KANG', 68, 73), ('BAGRAM', 67, 148), ('MOHAMMADAGHA', 66, 57), ('ALINGAR', 62, 221)]"
21,DARAHYEPECH,1,['10/08/2017'],[4],[4],[0],[0],[0],[0],[0],[0],10537891,AF-KNR,Darah-ye Pēch,Darah-ye Pech,34.953068,70.916381,DARAIPECH,"[('DARA', 90, 109), ('DARAIPECH', 80, 89), ('FARAH', 72, 41), ('AZRA', 68, 12), ('DARAYIM', 64, 301)]"
22,DARZAB,1,['16/03/2018'],[35],[37],[0],[0],[0],[0],[12],[12],10537740,AF-JOW,Darzāb,Darzab,36.004388,65.372786,,"[('DARZAB', 100, 209), ('DARA', 80, 109), ('ANDARAB', 77, 84), ('FARZA', 73, 276), ('CHAPADARA', 72, 75)]"
23,DASHTEARCHI,5,"['18/06/2016', '29/06/2016', '26/02/2017', '17/04/2017', '30/05/2017']","[8, 10, 5, 9, 7]","[8, 10, 9, 16, 7]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]",10537241,AF-KDZ,Dasht-e Archī,Dasht-e Archi,36.963604,69.157287,,"[('DASHTEARCHI', 100, 389), ('DAULATSHAHI', 64, 326), ('SHARAN', 60, 122), ('SAGHAR', 60, 188), ('SHIBAR', 60, 253)]"
24,DAYMIRDAD,1,['17/08/2015'],[4],[5],[0],[0],[0],[0],[0],[0],10537265,AF-WAR,Dāymīrdād,Daymirdad,34.21865,68.305428,,"[('DAYMIRDAD', 100, 311), ('DARQAD', 67, 384), ('DARA', 62, 109), ('DIHDADI', 62, 191), ('RODAT', 60, 390)]"
25,DEHBALA,6,"['08/07/2015', '16/01/2016', '24/01/2016', '29/05/2016', '31/08/2016', '30/12/2017']","[25, 17, 13, 2, 17, 3]","[52, 17, 13, 2, 17, 3]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",10537185,AF-NAN,Deh Bālā,Deh Bala,34.088452,70.443818,,"[('DEHBALA', 100, 0), ('CHAL', 68, 340), ('DIHSALAH', 67, 69), ('TAGABKISHMIBALA', 64, 312), ('BAK', 60, 34)]"
26,DEHYAK,1,['15/12/2015'],[9],[9],[0],[0],[0],[0],[0],[0],10536867,AF-GHA,Deh Yak,Deh Yak,33.474928,68.652766,,"[('DIHYAK', 83, 180), ('DEHBALA', 62, 0), ('BAK', 60, 34), ('YAHYAKHEL', 60, 134), ('AYBAK', 55, 213)]"
27,FAIZABAD,2,"['24/05/2018', '25/02/2019']","[0, 0]","[0, 3]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]",10537741,AF-JOW,Faīẕābād,Faizabad,36.704519,66.32969,,"[('FAYZABAD', 88, 195), ('FAYZABAD', 88, 277), ('ALIABAD', 80, 352), ('GIZAB', 72, 260), ('FARZA', 72, 276)]"
28,FARAH,2,"['17/10/2016', '15/05/2018']","[70, 28]","[70, 28]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[30, 0]","[30, 0]",10536783,AF-FRA,Farāh,Farah,32.244527,62.228784,,"[('FARAH', 100, 41), ('FARZA', 80, 276), ('GUZARGAHINUR', 72, 56), ('FARANGWAGHARU', 72, 59), ('LASHKARGAH', 72, 107)]"
29,GARMSER,6,"['06/09/2015', '06/02/2017', '23/02/2017', '18/05/2017', '18/05/2017', '27/11/2018']","[11, 6, 11, 14, 9, 23]","[31, 6, 11, 14, 9, 23]","[0, 0, 0, 0, 0, 23]","[0, 0, 0, 0, 0, 23]","[0, 0, 0, 0, 0, 10]","[0, 0, 0, 0, 0, 10]","[4, 0, 0, 8, 0, 3]","[4, 0, 0, 8, 0, 3]",10536932,AF-HEL,Garm Sēr,Garm Ser,30.25,64.166667,,"[('GARMSER', 100, 96), ('WASHER', 62, 307), ('NURGARAM', 53, 218), ('NAHRISARRAJ', 51, 105), ('MAZARISHARIF', 51, 176)]"
30,GELAN,2,"['13/03/2017', '07/08/2017']","[3, 2]","[3, 7]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 4]",-3376454,AF-GHA,Gēlān,Gelan,32.713384,67.654553,,"[('GELAN', 100, 165), ('GULRAN', 73, 1), ('BAGHLANIJADID', 72, 74), ('GULISTAN', 62, 45), ('GAYAN', 60, 111)]"
31,GHAZIABAD,6,"['18/06/2015', '08/09/2015', '29/10/2015', '28/10/2016', '31/10/2016', '21/09/2017']","[0, 2, 3, 5, 9, 7]","[0, 2, 3, 5, 9, 7]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",10537892,AF-KNR,Ghāzīābād,Ghaziabad,35.233837,71.33074,,"[('GHAZIABAD', 100, 100), ('GHAZNI', 75, 187), ('ALIABAD', 75, 352), ('FAYZABAD', 71, 195), ('FAYZABAD', 71, 277)]"
32,GHAZNI,2,"['10/08/2018', '13/08/2018']","[0, 220]","[0, 220]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]",10536869,AF-GHA,Ghaznī,Ghazni,33.534233,68.436669,,"[('GHAZNI', 100, 187), ('BAGHLANIJADID', 75, 74), ('GHAZIABAD', 75, 100), ('SHIBIRGHAN', 72, 203), ('TANI', 68, 50)]"
33,GIYAN,2,"['03/01/2015', '02/06/2016']","[18, 10]","[18, 10]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]",10537706,AF-PKA,Giyān,Giyan,32.975159,69.399302,,"[('GAYAN', 80, 111), ('KHOGAYANI', 72, 7), ('MIYANISHIN', 72, 346), ('GHORYAN', 67, 9), ('GULISTAN', 62, 45)]"
34,GOMAL,6,"['10/09/2015', '11/02/2016', '17/02/2016', '18/02/2016', '26/02/2016', '07/04/2016']","[5, 13, 6, 6, 3, 14]","[15, 18, 6, 6, 3, 21]","[0, 0, 0, 0, 0, 14]","[0, 0, 0, 0, 0, 21]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",10537707,AF-PKA,Gōmal,Gomal,32.38889,68.946651,,"[('GOMAL', 100, 151), ('OMNA', 67, 130), ('GHORMACH', 62, 288), ('SOZMAQALA', 57, 243), ('SHAMAL', 55, 53)]"
35,HISARAK,5,"['11/06/2016', '11/06/2016', '22/09/2016', '28/02/2019', '09/03/2019']","[6, 6, 18, 0, 12]","[6, 6, 18, 0, 12]","[0, 0, 0, 0, 12]","[0, 0, 0, 0, 12]","[0, 0, 0, 0, 9]","[0, 0, 0, 0, 9]","[0, 0, 6, 0, 0]","[0, 0, 6, 0, 0]",10537198,AF-NAN,Ḩişārak,Hisarak,34.279479,69.768717,,"[('HESARAK', 86, 10), ('BAHARAK', 71, 286), ('SHAHRAK', 71, 302), ('BAHARAK', 71, 332), ('AZRA', 68, 12)]"
36,IMAMSAHIB,2,"['21/06/2016', '12/06/2019']","[5, 6]","[5, 6]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 8]","[0, 8]",10537243,AF-KDZ,Imām Şāḩib,Imam Sahib,37.108411,68.853708,,"[('IMAMSAHIB', 100, 391), ('WAMA', 68, 214), ('KAMA', 68, 368), ('SHIBAR', 66, 253), ('WALIMUHAMMADISHAHID', 60, 196)]"
37,JAGHURI,1,['25/02/2019'],[0],[30],[0],[0],[0],[0],[0],[4],10536871,AF-GHA,Jāghūrī,Jaghuri,33.143405,67.463836,,"[('JAGHURI', 100, 356), ('DAHANAIGHURI', 77, 91), ('JAGHATU', 71, 350), ('KHWAJAUMARI', 64, 190), ('BAHRAMISHAHIDJAGHATU', 64, 202)]"
38,JAJI,1,['16/10/2017'],[0],[0],[0],[0],[0],[0],[0],[0],10537911,AF-PIA,Jājī,Jaji,33.977646,69.672758,,"[('ALIKHAILJAJI', 90, 15), ('JAJIMAIDAN', 90, 33), ('JANIKHAIL', 68, 23), ('KHWAJAHIJRANJILGANAHRIN', 68, 71), ('BAGHLANIJADID', 68, 74)]"
39,JANIKHEL,1,['29/08/2016'],[8],[120],[0],[0],[0],[0],[0],[0],10537912,AF-PIA,Jānī Khēl,Jani Khel,33.655357,69.786578,,"[('JANIKHEL', 100, 142), ('JANIKHAIL', 82, 23), ('NIRKH', 72, 339), ('TANI', 68, 50), ('NIKA', 68, 108)]"
40,KABUL,1,['27/09/2017'],[0],[4],[0],[0],[0],[0],[5],[11],10536972,AF-KAB,Kābul,Kabul,34.519535,69.154134,,"[('KABUL', 100, 294), ('BALABULUK', 72, 43), ('KUFAB', 60, 257), ('KHULM', 60, 393), ('KARUKH', 55, 14)]"
41,KAJAKI,1,['08/02/2015'],[6],[8],[0],[0],[0],[0],[0],[0],10536940,AF-HEL,Kajakī,Kajaki,32.48418,65.038714,,"[('KAJAKI', 100, 113), ('KAMA', 68, 368), ('KAJRAN', 67, 318), ('KALAKAN', 62, 281), ('KHAKISAFED', 60, 30)]"
42,KHAKESAFED,2,"['10/09/2016', '04/11/2016']","[4, 5]","[4, 5]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]",10536785,AF-FRA,Khāk-e Safēd,Khak-e Safed,32.756496,62.07207,,"[('KHAKISAFED', 90, 30), ('BAK', 60, 34), ('KHAKREZ', 59, 160), ('KHASHROD', 56, 87), ('KOHISAFI', 56, 144)]"
43,KHAKREZ,2,"['08/01/2016', '17/03/2018']","[0, 13]","[0, 13]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]",10537222,AF-KAN,Khākrēz,Khakrez,32.010754,65.503351,,"[('KHAKREZ', 100, 160), ('KAKAR', 67, 364), ('KHASKUNAR', 62, 67), ('JALREZ', 62, 303), ('KHADIR', 62, 313)]"
44,KHANABAD,1,['11/07/2017'],[5],[5],[0],[0],[0],[0],[1],[1],10537244,AF-KDZ,Khānābād,Khanabad,36.603113,69.104049,,"[('KHANABAD', 100, 349), ('UNABA', 72, 115), ('AHMADABAD', 71, 21), ('GHAZIABAD', 71, 100), ('KHAMAB', 71, 396)]"
45,KHARWAR,1,['19/10/2015'],[0],[20],[0],[0],[0],[0],[0],[0],10537176,AF-LOG,Kharwār,Kharwar,33.694954,68.892803,,"[('KHARWAR', 100, 65), ('AZRA', 68, 12), ('DARA', 68, 109), ('NAWA', 68, 161), ('MARAWARA', 67, 82)]"
46,KHASKUNAR,2,"['10/02/2015', '07/05/2015']","[2, 6]","[2, 7]","[0, 0]","[0, 1]","[0, 0]","[0, 1]","[0, 0]","[0, 0]",10537893,AF-KNR,Khāş Kunaṟ,Khas Kunar,34.612865,70.938538,,"[('KHASKUNAR', 100, 67), ('NARI', 77, 103), ('KHASH', 72, 293), ('BARKUNAR', 71, 97), ('KAKAR', 71, 364)]"
47,KHASURUZGAN,1,['29/06/2017'],[2],[4],[0],[0],[0],[0],[0],[3],10537965,AF-URU,Khāş Uruzgān,Khas Uruzgan,32.996739,66.693591,,"[('KHASURUZGAN', 100, 362), ('KHASH', 72, 293), ('QURGHAN', 64, 229), ('GURBUZ', 60, 47), ('KHASKUNAR', 60, 67)]"
