Strike ID,Date,Adm_3,Adm_2,Adm_1,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Maximum reported injured
AFG2180,25/06/2019,Unknown,Unknown,Badghis,0,0,0,0,0,0,0,0
AFG2181,25/06/2019,Unknown,Unknown,Faryab,0,2,0,0,0,0,0,0
AFG2182,25/06/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG2183,25/06/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG2184,25/06/2019,Unknown,Unknown,Kunduz,0,0,0,0,0,0,0,0
AFG2185,25/06/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG2186,25/06/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG2187,25/06/2019,Unknown,Unknown,Parwan,0,0,0,0,0,0,0,0
AFG2188,25/06/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG2189,26/06/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG2190,26/06/2019,Unknown,Unknown,Kabul,0,0,0,0,0,0,0,0
AFG2191,26/06/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG2192,26/06/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG2193,26/06/2019,Unknown,Unknown,Takhar,0,0,0,0,0,0,0,0
AFG2194,26/06/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG2195,26/06/2019,Unknown,Unknown,Zabul,0,5,0,0,0,0,0,0
AFG2196,27/06/2019,Unknown,Unknown,Badakhshan,0,0,0,0,0,0,0,0
AFG2197,27/06/2019,Unknown,Unknown,Balkh,0,0,0,0,0,0,0,0
AFG2198,27/06/2019,Unknown,Unknown,Faryab,0,0,0,0,0,0,0,0
AFG2199,27/06/2019,Unknown,Unknown,Ghazni,0,0,0,0,0,0,0,0
AFG2200,27/06/2019,Unknown,Unknown,Herat,0,0,0,0,0,0,0,0
AFG2201,27/06/2019,Unknown,Unknown,Kabul,0,0,0,0,0,0,0,0
AFG2202,27/06/2019,Unknown,Unknown,Kapisa,0,0,0,0,0,0,0,0
AFG2203,27/06/2019,Unknown,Unknown,Paktia,0,0,0,0,0,0,0,0
AFG2204,27/06/2019,Unknown,Unknown,Wardak,0,0,0,0,0,0,0,0
AFG2205,28/06/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG2206,28/06/2019,Unknown,Unknown,Faryab,0,0,0,0,0,0,0,0
AFG2207,28/06/2019,Unknown,Unknown,Ghazni,0,0,0,0,0,0,0,0
AFG2208,28/06/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG2209,28/06/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG2210,28/06/2019,Unknown,Unknown,Kapisa,0,0,0,0,0,0,0,0
AFG2211,28/06/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG2212,28/06/2019,Unknown,Unknown,Logar,0,9,0,0,0,0,0,0
AFG2213,28/06/2019,Unknown,Unknown,Paktika,0,0,0,0,0,0,0,0
AFG2214,28/06/2019,Unknown,Unknown,Takhar,0,0,0,0,0,0,0,0
AFG2215,29/06/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG2216,29/06/2019,Unknown,Unknown,Kunduz,0,0,0,0,0,0,0,0
AFG2217,29/06/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG2218,29/06/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG2219,29/06/2019,Unknown,Unknown,Wardak,0,0,0,0,0,0,0,0
AFG2220,29/06/2019,Unknown,Unknown,Zabul,0,0,0,0,0,0,0,0
AFG2221,30/06/2019,Unknown,Unknown,Balkh,0,45,0,0,0,0,0,0
AFG2222,30/06/2019,Unknown,Unknown,Ghazni,0,0,0,0,0,0,0,0
AFG2223,30/06/2019,Unknown,Unknown,Herat,0,2,0,0,0,0,0,0
AFG2224,30/06/2019,Unknown,Unknown,Kunduz,0,0,0,0,0,0,0,0
AFG2225,30/06/2019,Unknown,Unknown,Nangarhar,0,1,0,0,0,0,0,0
AFG2226,30/06/2019,Unknown,Unknown,Paktia,0,0,0,0,0,0,0,0
AFG2227,30/06/2019,Unknown,Unknown,Wardak,0,0,0,0,0,0,0,0
AFG2228,01/07/2019,Unknown,Unknown,Faryab,0,0,0,0,0,0,0,0
AFG2229,01/07/2019,Unknown,Unknown,Ghazni,0,1,0,0,0,0,0,0
AFG2230,01/07/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG2231,01/07/2019,Unknown,Unknown,Paktika,0,0,0,0,0,0,0,0
AFG2232,01/07/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG2233,01/07/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG2234,01/07/2019,Unknown,Unknown,Wardak,0,0,0,0,0,0,0,0
AFG2235,02/07/2019,Unknown,Unknown,Badghis,0,0,0,0,0,0,0,0
AFG2236,02/07/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG2237,02/07/2019,Unknown,Unknown,Herat,0,0,0,0,0,0,0,0
AFG2238,02/07/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG2239,02/07/2019,Unknown,Unknown,Nangarhar,0,3,0,0,0,0,0,0
AFG2240,02/07/2019,Unknown,Unknown,Paktika,0,7,0,0,0,0,0,0
AFG2241,02/07/2019,Unknown,Unknown,Takhar,0,0,0,0,0,0,0,0
AFG2242,02/07/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG2243,02/07/2019,Unknown,Unknown,Wardak,0,4,0,0,0,0,0,0
AFG2244,02/07/2019,Unknown,Unknown,Zabul,0,0,0,0,0,0,0,0
AFG2245,03/07/2019,Unknown,Unknown,Badghis,0,0,0,0,0,0,0,0
AFG2246,03/07/2019,Unknown,Unknown,Khost,0,0,0,0,0,0,0,0
AFG2247,03/07/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG2248,03/07/2019,Unknown,Unknown,Kunar,0,0,0,0,0,0,0,0
AFG2249,03/07/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG2250,03/07/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG2251,03/07/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG2252,03/07/2019,Unknown,Unknown,Zabul,0,0,0,0,0,0,0,0
AFG2253,04/07/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG2254,04/07/2019,Unknown,Unknown,Ghazni,0,0,0,0,0,0,0,0
AFG2255,04/07/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG2256,04/07/2019,Unknown,Unknown,Kunar,0,0,0,0,0,0,0,0
AFG2257,04/07/2019,Unknown,Unknown,Kunduz,0,0,0,0,0,0,0,0
AFG2258,04/07/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG2259,04/07/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG2260,04/07/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG2261,04/07/2019,Unknown,Unknown,Wardak,0,0,0,0,0,0,0,0
AFG2262,05/07/2019,Unknown,Unknown,Farah,0,5,0,0,0,0,0,3
AFG2263,05/07/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG2264,05/07/2019,Unknown,Unknown,Herat,0,2,0,0,0,0,0,0
AFG2265,05/07/2019,Unknown,Unknown,Kapisa,0,0,0,0,0,0,0,0
AFG2266,05/07/2019,Unknown,Unknown,Kunar,0,0,0,0,0,0,0,0
AFG2267,05/07/2019,Unknown,Unknown,Kunduz,0,0,0,0,0,0,0,0
AFG2268,05/07/2019,Unknown,Unknown,Paktika,0,0,0,0,0,0,0,0
AFG2269,05/07/2019,Unknown,Unknown,Parwan,0,0,0,0,0,0,0,0
AFG2270,05/07/2019,Unknown,Unknown,Takhar,0,13,0,0,0,0,0,0
AFG2271,05/07/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG2272,05/07/2019,Unknown,Unknown,Wardak,0,0,0,0,0,0,0,0
AFG2273,06/07/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG2274,06/07/2019,Unknown,Unknown,Kandahar,0,25,0,0,0,0,0,0
AFG2275,06/07/2019,Unknown,Unknown,Kunar,0,0,0,0,0,0,0,0
AFG2276,06/07/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG2277,06/07/2019,Unknown,Unknown,Nimroz,0,0,0,0,0,0,0,0
AFG2278,06/07/2019,Unknown,Unknown,Paktika,0,0,0,0,0,0,0,0
AFG2279,06/07/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG2280,06/07/2019,Unknown,Unknown,Wardak,0,0,0,0,0,0,0,0
AFG2281,07/07/2019,Unknown,Unknown,Ghazni,0,6,0,2,0,0,0,0
AFG2282,07/07/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG2283,07/07/2019,Unknown,Unknown,Herat,0,0,0,0,0,0,0,0
AFG2284,07/07/2019,Unknown,Unknown,Kunar,0,0,0,0,0,0,0,0
AFG2285,07/07/2019,Unknown,Unknown,Logar,0,19,0,0,0,0,0,0
AFG2286,07/07/2019,Unknown,Unknown,Nimroz,0,0,0,0,0,0,0,0
AFG2287,07/07/2019,Unknown,Unknown,Parwan,0,0,0,0,0,0,0,0
AFG2288,07/07/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG2289,07/07/2019,Unknown,Unknown,Wardak,0,0,0,0,0,0,0,0
AFG2290,08/07/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG2291,08/07/2019,Unknown,Unknown,Faryab,0,0,0,0,0,0,0,0
AFG2292,08/07/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG2293,08/07/2019,Unknown,Unknown,Herat,0,4,0,0,0,0,0,0
AFG2294,08/07/2019,Unknown,Unknown,Kunar,0,0,0,0,0,0,0,0
AFG2295,08/07/2019,Unknown,Unknown,Kunduz,0,0,0,0,0,0,0,0
AFG2296,08/07/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG2297,08/07/2019,Unknown,Unknown,Nangarhar,0,1,0,0,0,0,0,0
AFG2298,08/07/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG2299,09/07/2019,Unknown,Unknown,Faryab,0,0,0,0,0,0,0,0
AFG2300,09/07/2019,Unknown,Unknown,Ghazni,0,0,0,0,0,0,0,0
AFG2301,09/07/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG2302,09/07/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG2303,09/07/2019,Unknown,Unknown,Kapisa,0,2,0,0,0,0,0,0
AFG2304,09/07/2019,Unknown,Unknown,Kunduz,0,0,0,0,0,0,0,0
AFG2305,10/07/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG2306,10/07/2019,Unknown,Unknown,Faryab,0,0,0,0,0,0,0,0
AFG2307,10/07/2019,Unknown,Unknown,Ghazni,0,4,0,0,0,0,0,0
AFG2308,10/07/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG2309,10/07/2019,Unknown,Unknown,Herat,0,0,0,0,0,0,0,0
AFG2310,10/07/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG2311,10/07/2019,Unknown,Unknown,Kunduz,0,0,0,0,0,0,0,0
AFG2312,10/07/2019,Unknown,Unknown,Nangarhar,0,2,0,0,0,0,0,0
AFG2313,10/07/2019,Unknown,Unknown,Parwan,0,0,0,0,0,0,0,0
AFG2314,10/07/2019,Unknown,Unknown,Wardak,0,6,0,0,0,0,0,0
AFG2315,11/07/2019,Unknown,Unknown,Balkh,0,0,0,0,0,0,0,0
AFG2316,11/07/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG2317,11/07/2019,Unknown,Unknown,Herat,0,2,0,0,0,0,0,0
AFG2318,11/07/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG2319,11/07/2019,Unknown,Unknown,Kunduz,0,8,0,0,0,0,0,0
AFG2320,11/07/2019,Unknown,Unknown,Paktika,0,0,0,0,0,0,0,0
AFG2321,12/07/2019,Unknown,Unknown,Badghis,0,0,0,0,0,0,0,0
AFG2322,12/07/2019,Unknown,Unknown,Balkh,0,0,0,0,0,0,0,0
AFG2323,12/07/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG2324,12/07/2019,Unknown,Unknown,Herat,0,5,0,0,0,0,0,0
AFG2325,12/07/2019,Unknown,Unknown,Takhar,0,2,0,0,0,0,0,0
AFG2326,12/07/2019,Unknown,Unknown,Wardak,0,2,0,0,0,0,0,0
AFG2327,13/07/2019,Unknown,Unknown,Badghis,0,0,0,0,0,0,0,0
AFG2328,13/07/2019,Unknown,Unknown,Farah,0,3,0,0,0,0,0,0
AFG2329,13/07/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG2330,13/07/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG2331,13/07/2019,Unknown,Unknown,Kunduz,0,0,0,0,0,0,0,0
AFG2332,13/07/2019,Unknown,Unknown,Parwan,0,4,0,0,0,0,0,0
AFG2333,13/07/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG2334,14/07/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG2335,14/07/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG2336,14/07/2019,Unknown,Unknown,Kandahar,0,1,0,0,0,0,0,0
AFG2337,14/07/2019,Unknown,Unknown,Kunduz,0,0,0,0,0,0,0,0
AFG2338,14/07/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG2339,14/07/2019,Unknown,Unknown,Nangarhar,0,1,0,0,0,0,0,0
AFG2340,14/07/2019,Unknown,Unknown,Paktia,0,34,0,0,0,0,0,10
AFG2341,14/07/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG2342,15/07/2019,Unknown,Unknown,Ghazni,0,15,0,0,0,0,0,0
AFG2343,15/07/2019,Unknown,Unknown,Helmand,0,4,0,0,0,0,0,0
AFG2344,15/07/2019,Unknown,Unknown,Kabul,0,0,0,0,0,0,0,0
AFG2345,15/07/2019,Unknown,Unknown,Logar,0,24,1,2,1,2,0,5
AFG2346,15/07/2019,Unknown,Unknown,Parwan,0,0,0,0,0,0,0,0
AFG2347,15/07/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG2348,16/07/2019,Unknown,Unknown,Badghis,0,0,0,0,0,0,0,0
AFG2349,16/07/2019,Unknown,Unknown,Baghlan,0,0,0,0,0,0,0,0
AFG2350,16/07/2019,Unknown,Unknown,Helmand,0,5,0,0,0,0,0,0
AFG2351,16/07/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG2352,16/07/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG2353,16/07/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG2354,16/07/2019,Unknown,Unknown,Wardak,0,1,0,0,0,0,0,0
AFG2355,16/07/2019,Unknown,Unknown,Zabul,0,0,0,0,0,0,0,0
AFG2356,17/07/2019,Unknown,Unknown,Badghis,0,2,0,0,0,0,0,0
AFG2357,17/07/2019,Unknown,Unknown,Baghlan,0,0,0,0,0,0,0,0
AFG2358,17/07/2019,Unknown,Unknown,Balkh,0,0,0,0,0,0,0,0
AFG2359,17/07/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG2360,17/07/2019,Unknown,Unknown,Ghazni,0,0,0,0,0,0,0,0
AFG2361,17/07/2019,Unknown,Unknown,Helmand,0,5,0,0,0,0,0,1
AFG2362,17/07/2019,Unknown,Unknown,Logar,0,3,0,0,0,0,0,0
AFG2363,17/07/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG2364,17/07/2019,Unknown,Unknown,Zabul,0,1,0,0,0,0,0,0
AFG2365,18/07/2019,Unknown,Unknown,Ghazni,0,0,0,0,0,0,0,0
AFG2366,18/07/2019,Unknown,Unknown,Helmand,0,20,0,0,0,0,0,0
AFG2367,18/07/2019,Unknown,Unknown,Herat,0,0,0,0,0,0,0,0
AFG2368,18/07/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG2369,18/07/2019,Unknown,Unknown,Kunduz,0,0,0,0,0,0,0,0
AFG2370,18/07/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG2371,18/07/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG2372,19/07/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG2373,19/07/2019,Unknown,Unknown,Herat,0,0,0,0,0,0,0,0
AFG2374,19/07/2019,Unknown,Unknown,Paktia,0,2,0,0,0,0,0,0
AFG2375,19/07/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG2376,19/07/2019,Unknown,Unknown,Zabul,0,0,0,0,0,0,0,0
AFG2377,19/07/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,18
AFG2378,20/07/2019,Unknown,Unknown,Badghis,0,0,0,0,0,0,0,0
AFG2379,20/07/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG2380,20/07/2019,Unknown,Unknown,Ghazni,0,7,0,0,0,0,0,0
AFG2381,20/07/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG2382,20/07/2019,Unknown,Unknown,Kandahar,0,27,0,0,0,0,0,18
AFG2383,20/07/2019,Unknown,Unknown,Kapisa,0,0,0,0,0,0,0,0
AFG2384,20/07/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG2385,20/07/2019,Unknown,Unknown,Uruzgan,0,5,0,0,0,0,0,0
AFG2386,20/07/2019,Unknown,Unknown,Wardak,0,0,0,0,0,0,0,0
AFG2387,21/07/2019,Unknown,Unknown,Badghis,0,0,0,0,0,0,0,0
AFG2388,21/07/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG2389,21/07/2019,Unknown,Unknown,Kunduz,0,0,0,0,0,0,0,0
AFG2390,21/07/2019,Unknown,Unknown,Logar,0,8,0,6,0,2,0,4
AFG2391,21/07/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG2392,21/07/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG2393,22/07/2019,Unknown,Unknown,Balkh,0,0,0,0,0,0,0,0
AFG2394,22/07/2019,Unknown,Unknown,Ghazni,0,11,0,0,0,0,0,0
AFG2395,22/07/2019,Unknown,Unknown,Helmand,0,2,0,0,0,0,0,1
AFG2396,22/07/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG2397,22/07/2019,Unknown,Unknown,Kunduz,0,1,0,0,0,0,0,0
AFG2398,22/07/2019,Unknown,Unknown,Logar,0,9,0,9,0,0,0,6
AFG2399,22/07/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG2400,22/07/2019,Unknown,Unknown,Uruzgan,0,3,0,0,0,0,0,0
AFG2401,23/07/2019,Unknown,Unknown,Badakhshan,0,0,0,0,0,0,0,0
AFG2402,23/07/2019,Unknown,Unknown,Badghis,0,4,0,0,0,0,0,0
AFG2403,23/07/2019,Unknown,Unknown,Balkh,0,0,0,0,0,0,0,0
AFG2404,23/07/2019,Unknown,Unknown,Faryab,0,0,0,0,0,0,0,0
AFG2405,23/07/2019,Unknown,Unknown,Ghazni,0,6,0,0,0,0,0,0
AFG2406,23/07/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG2407,23/07/2019,Unknown,Unknown,Herat,0,0,0,0,0,0,0,0
AFG2408,23/07/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG2409,23/07/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG2410,23/07/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG2411,23/07/2019,Unknown,Unknown,Paktia,0,0,0,0,0,0,0,0
AFG2412,23/07/2019,Unknown,Unknown,Uruzgan,0,8,0,0,0,0,0,0
AFG2413,23/07/2019,Unknown,Unknown,Zabul,0,0,0,0,0,0,0,0
AFG2414,24/07/2019,Unknown,Unknown,Badghis,0,1,0,0,0,0,0,0
AFG2415,24/07/2019,Unknown,Unknown,Faryab,0,1,0,0,0,0,0,0
AFG2416,24/07/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG2417,24/07/2019,Unknown,Unknown,Herat,0,0,0,0,0,0,0,0
AFG2418,24/07/2019,Unknown,Unknown,Kapisa,0,0,0,0,0,0,0,0
AFG2419,24/07/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG2420,24/07/2019,Unknown,Unknown,Paktika,0,0,0,0,0,0,0,0
AFG2421,24/07/2019,Unknown,Unknown,Parwan,0,0,0,0,0,0,0,0
AFG2422,24/07/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG2423,24/07/2019,Unknown,Unknown,Wardak,0,0,0,0,0,0,0,0
AFG2424,25/07/2019,Unknown,Unknown,Badghis,0,50,0,0,0,0,0,0
AFG2425,25/07/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG2426,25/07/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG2427,25/07/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG2428,25/07/2019,Unknown,Unknown,Parwan,0,0,0,0,0,0,0,0
AFG2429,25/07/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG2430,25/07/2019,Unknown,Unknown,Zabul,0,0,0,0,0,0,0,0
AFG2431,26/07/2019,Unknown,Unknown,Balkh,0,0,0,0,0,0,0,0
AFG2432,26/07/2019,Unknown,Unknown,Ghazni,0,20,0,0,0,0,0,0
AFG2433,26/07/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG2434,26/07/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG2435,26/07/2019,Unknown,Unknown,Parwan,0,0,0,0,0,0,0,0
AFG2436,26/07/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG2437,26/07/2019,Unknown,Unknown,Zabul,0,1,0,0,0,0,0,0
AFG2438,27/07/2019,Unknown,Unknown,Badghis,0,4,0,4,0,0,0,0
AFG2439,27/07/2019,Unknown,Unknown,Faryab,0,0,0,0,0,0,0,0
AFG2440,27/07/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG2441,27/07/2019,Unknown,Unknown,Kandahar,0,11,0,0,0,0,0,0
AFG2442,27/07/2019,Unknown,Unknown,Khost,0,0,0,0,0,0,0,0
AFG2443,27/07/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG2444,27/07/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG2445,27/07/2019,Unknown,Unknown,Takhar,0,0,0,0,0,0,0,0
AFG2446,27/07/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG2447,28/07/2019,Unknown,Unknown,Badghis,0,0,0,0,0,0,0,0
AFG2448,28/07/2019,Unknown,Unknown,Daykundi,0,0,0,0,0,0,0,0
AFG2449,28/07/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG2450,28/07/2019,Unknown,Unknown,Ghazni,0,9,0,0,0,0,0,14
AFG2451,28/07/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG2452,28/07/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG2453,28/07/2019,Unknown,Unknown,Kunduz,0,0,0,0,0,0,0,0
AFG2454,28/07/2019,Unknown,Unknown,Parwan,0,0,0,0,0,0,0,0
AFG2455,28/07/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG2456,28/07/2019,Unknown,Unknown,Takhar,0,0,0,0,0,0,0,0
AFG2457,28/07/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG2458,28/07/2019,Unknown,Unknown,Zabul,0,0,0,0,0,0,0,0
AFG2459,29/07/2019,Unknown,Unknown,Balkh,0,0,0,0,0,0,0,0
AFG2460,29/07/2019,Unknown,Unknown,Farah,0,4,0,0,0,0,0,0
AFG2461,29/07/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG2462,29/07/2019,Unknown,Unknown,Kabul,0,1,0,0,0,0,0,2
AFG2463,29/07/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG2464,29/07/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG2465,29/07/2019,Unknown,Unknown,Paktia,0,0,0,0,0,0,0,0
AFG2466,29/07/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG2467,29/07/2019,Unknown,Unknown,Zabul,0,0,0,0,0,0,0,0
AFG2468,30/07/2019,Unknown,Unknown,Baghlan,0,50,0,0,0,0,0,30
AFG2469,30/07/2019,Unknown,Unknown,Faryab,0,0,0,0,0,0,0,0
AFG2470,30/07/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG2471,30/07/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG2472,30/07/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG2473,30/07/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG2474,30/07/2019,Unknown,Unknown,Paktia,0,0,0,0,0,0,0,0
AFG2475,30/07/2019,Unknown,Unknown,Parwan,0,0,0,0,0,0,0,0
AFG2476,30/07/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG2477,30/07/2019,Unknown,Unknown,Wardak,0,1,0,0,0,0,0,0
AFG2478,30/07/2019,Unknown,Unknown,Zabul,0,0,0,0,0,0,0,0
AFG2479,31/07/2019,Unknown,Unknown,Balkh,0,0,0,0,0,0,0,0
AFG2480,31/07/2019,Unknown,Unknown,Ghazni,0,13,0,0,0,0,0,5
AFG2481,31/07/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG2482,31/07/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG2483,31/07/2019,Unknown,Unknown,Kunduz,0,0,0,0,0,0,0,0
AFG2484,31/07/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG2485,31/07/2019,Unknown,Unknown,Logar,0,19,0,0,0,0,0,0
AFG2486,31/07/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG2487,31/07/2019,Unknown,Unknown,Paktika,0,0,0,0,0,0,0,0
AFG2488,31/07/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG2489,31/07/2019,Unknown,Unknown,Zabul,0,0,0,0,0,0,0,0
AFG2490,01/08/2019,Unknown,Unknown,Badghis,0,0,0,0,0,0,0,0
AFG2491,01/08/2019,Unknown,Unknown,Balkh,0,9,0,0,0,0,0,8
AFG2492,01/08/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
