Strike ID,Date,Adm_3,Adm_2,Adm_1,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Maximum reported injured
AFG0290,19/11/2016,Shah Karez,Zumat,Paktia,1,1,0,0,0,0,2,2
AFG0291,20/11/2016,Mamandari,Achin,Nangarhar,2,2,0,0,0,0,0,0
AFG0292,27/11/2016,Gorgori,Haska Mena,Nangarhar,7,7,0,0,0,0,3,3
AFG0293,11/12/2016,Langari,Haska Mena,Nangarhar,7,7,0,0,0,0,0,0
AFG0294,15/12/2016,Kharga,Haska Mena,Nangarhar,4,6,0,0,0,0,0,0
AFG0295,15/12/2016,Pekha,Achin,Nangarhar,2,2,0,0,0,0,0,0
AFG0296,24/12/2016,Ambarkhani,Bati Kot,Nangarhar,1,1,0,0,0,0,4,4
AFG0297,24/12/2016,Bandar,Achin,Nangarhar,2,2,0,0,0,0,0,0
AFG0298,27/12/2016,Langar Kandaw,Achin,Nangarhar,3,3,0,0,0,0,0,0
AFG0299,28/12/2016,Papin,Haska Mena,Nangarhar,2,2,0,0,0,0,1,1
AFG0300,28/12/2016,Gandi-Bagh,Charparhar,Nangarhar,3,3,0,0,0,0,7,7
AFG0301,31/12/2016,-,-,-,0,0,0,0,0,0,0,0
AFG0302,10/01/2017,Aziz Kala,Sabri,Khost,4,4,0,0,0,0,0,0
AFG0303,15/01/2017,Unknown,Musa Qala,Helmand,15,15,0,0,0,0,10,10
AFG0304,20/01/2017,Bandr Khor,Achin,Nangarhar,4,6,0,0,0,0,0,0
AFG0305,27/01/2017,Bandar,Achin,Nangarhar,7,7,0,0,0,0,0,0
AFG0306,28/01/2017,Unknown,-,Nangarhar,7,7,0,0,0,0,0,0
AFG0307,31/01/2017,Unknown,Sangin,Helmand,0,0,0,0,0,0,0,0
AFG0308,31/01/2017,-,-,-,0,0,0,0,0,0,0,0
AFG0309,01/02/2017,Unknown,Achin,Nangarhar,2,12,0,0,0,0,0,0
AFG0310,02/02/2017,Unknown,-,Khost,5,6,0,0,0,0,0,0
AFG0311,03/02/2017,Unknown,Achin and Haska Mina,Nangarhar,21,21,0,0,0,0,6,6
AFG0312,06/02/2017,Kharko area,Garamser,Helmand,6,6,0,0,0,0,0,0
AFG0313,06/02/2017,Char Wazi area,Haska Mena,Nangarhar,2,2,0,0,0,0,3,3
AFG0314,08/02/2017,Pekhar Khor area and Nari Oba area,Achin and Haska Mena,Nangarhar,11,11,0,0,0,0,6,6
AFG0315,10/02/2017,Unknown,Sangin,Helmand,0,68,0,26,0,19,0,6
AFG0316,11/02/2017,Unknown,Sangin,Helmand,0,0,0,0,0,0,0,0
AFG0317,19/02/2017,Unknown,Nawa,Ghazni,1,1,0,0,0,0,2,2
AFG0318,20/02/2017,Bandar,Achin,Nangarhar,12,12,0,0,0,0,0,0
AFG0319,23/02/2017,Umomi Bagh,Garamser,Helmand,11,11,0,0,0,0,0,0
AFG0320,26/02/2017,Unknown,Dashti Archi,Kunduz,5,9,0,0,0,0,0,0
AFG0321,27/02/2017,Sangini,Charparhar,Nangarhar,2,2,0,0,0,0,3,3
AFG0322,28/02/2017,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0
AFG0323,01/03/2017,Chaknoro,Lal Pura,Nangarhar,6,6,0,0,0,0,1,1
AFG0324,09/03/2017,Lam,Between Nish and Khakriz districts,Kandahar,20,20,0,0,0,0,0,0
AFG0325,13/03/2017,Raasni,Gilan,Ghazni,3,3,0,0,0,0,0,0
AFG0326,18/03/2017,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG0327,18/03/2017,Unknown,Unknown,Paktika,2,2,0,0,0,0,0,0
AFG0328,19/03/2017,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG0329,19/03/2017,Unknown,Unknown,Paktika,4,4,0,0,0,0,0,0
AFG0330,31/03/2017,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0
AFG0331,04/04/2017,Unknown,Achin,Nangarhar,3,3,3,3,2,2,4,4
AFG0332,09/04/2017,Unknown,Narkh,Wardak,6,6,0,0,0,0,0,0
AFG0333,13/04/2017,Unknown,Achin,Nangarhar,36,100,0,0,0,0,0,0
AFG0334,15/04/2017,Unknown,Achin,Nangarhar,0,2,0,0,0,0,0,0
AFG0335,17/04/2017,Unknown,Archi,Kunduz,9,16,0,0,0,0,0,0
AFG0336,25/04/2017,Pangram area,Charkh district,Logar,2,2,0,0,0,0,5,5
AFG0337,26/04/2017,Unknown,Unknown,Nangarhar,36,36,0,0,0,0,0,0
AFG0338,27/04/2017,Unknown,Unknown,Wardak,1,1,0,0,0,0,0,0
AFG0339,30/04/2017,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0
AFG0340,30/04/2017,Yakhchal area,Greshk,Helmand,7,7,0,0,0,0,0,0
AFG0341,05/05/2017,Unknown,Unknown,Nangarhar,8,8,0,0,0,0,0,0
AFG0342,06/05/2017,Unknown,Maidan Shahr,Wardak,5,6,0,0,0,0,6,6
AFG0343,08/05/2017,Unknown,Unknown,Paktia,0,50,0,0,0,0,0,6
AFG0344,18/05/2017,Omarzo area,Garamser,Helmand,14,14,0,0,0,0,8,8
AFG0345,18/05/2017,Kamarbandi area,Garamser,Helmand,9,9,0,0,0,0,0,0
AFG0346,26/05/2017,Unknown,Chardara,Kunduz,4,13,0,0,0,0,0,0
AFG0347,29/05/2017,Spina Zhai,Nazian,Nangarhar,3,4,0,0,0,0,0,0
AFG0348,30/05/2017,Mullah Qali area,Dasht e Archi,Kunduz,7,7,0,0,0,0,0,0
AFG0349,31/05/2017,Outskirts of Tarin Kot city,Tarin Kot,Uruzgan,25,25,0,0,0,0,20,20
AFG0350,31/05/2017,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0
AFG0351,03/06/2017,Unknown,Achin,Nangarhar,1,1,0,0,0,0,0,0
AFG0352,08/06/2017,Nargose and Chenar area,Kot,Nangarhar,10,10,0,0,0,0,0,0
AFG0353,09/06/2017,Loy Bagh,Nad Ali,Helmand,2,10,0,0,0,0,0,16
AFG0354,22/06/2017,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG0355,29/06/2017,Unknown,Manogi,Kunar,3,3,0,0,0,0,1,1
AFG0356,29/06/2017,Farooj,Khas,Uruzgan,2,4,0,0,0,0,0,3
AFG0357,30/06/2017,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0
AFG0358,01/07/2017,Unknown,Achin,Nangarhar,11,11,0,0,0,0,0,0
AFG0359,01/07/2017,Merkikhel,Sherzad,Nangarhar,4,4,0,0,0,0,0,0
AFG0360,02/07/2017,"Ainak, Loykahal, Zhawar Sahib",Nawar,Helmand,1,42,0,0,0,0,0,36
AFG0361,02/07/2017,"Zabar village, Gropshash area",Nad Ali,Helmand,15,15,0,0,0,0,9,9
AFG0362,07/07/2017,Oghz,Haska Mena,Nangarhar,14,14,0,0,0,0,11,11
AFG0363,08/07/2017,Mamozo area,Zurmat,Paktia,7,7,0,0,0,0,0,0
AFG0364,08/07/2017,Dawlatzai,Zurmat,Paktia,7,16,0,1,0,0,0,0
AFG0365,09/07/2017,Amber,Qaghayio,Laghman,2,2,0,0,0,0,0,0
AFG0366,11/07/2017,Janat Bagh,Khan Abad,Kunduz,5,5,0,0,0,0,1,1
AFG0367,11/07/2017,Unknown,Unknown,Kunar,5,11,0,0,0,0,0,0
AFG0368,14/07/2017,Mashwani,Bati Kot,Nangarhar,8,8,0,0,0,0,0,0
AFG0369,15/07/2017,Nawa,Nawa district,Helmand,0,38,0,0,0,0,0,0
AFG0370,20/07/2017,Unknown,Watapur,Helmand,4,4,0,0,0,0,0,0
AFG0371,20/07/2017,Unknown,Gereshk,Helmand,0,0,0,0,0,0,0,0
AFG0372,21/07/2017,Unknown,Gereshk,Helmand,9,16,0,0,0,0,2,2
AFG0373,21/07/2017,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG0374,23/07/2017,Meyaje Baba,Haska Mena,Nangarhar,0,33,0,8,0,2,0,25
AFG0375,31/07/2017,Talona,Watupur,Kunar,7,7,0,0,0,0,0,0
AFG0376,31/07/2017,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0
AFG0377,04/08/2017,Piri,Musa Khil,Khost,50,50,0,0,0,0,3,3
AFG0378,05/08/2017,Aigal area,Chapa Dara,Kunar,3,3,0,0,0,0,0,0
AFG0379,07/08/2017,Unknown,Gilan,Ghazni,2,7,0,0,0,0,0,4
AFG0380,09/08/2017,Masoom area,Alishang district,Laghman,8,8,0,0,0,0,0,0
AFG0381,10/08/2017,Unknown,Haska Mena,Nangarhar,0,21,0,16,0,2,0,3
AFG0382,10/08/2017,Unknown,Darah Ye Pech,Kunar,4,4,0,0,0,0,0,0
AFG0383,11/08/2017,Unknown,Unknown,Wardak,9,9,0,0,0,0,0,0
AFG0384,12/08/2017,Shorshorak,Nawa,Helmand,5,5,0,0,0,0,0,0
AFG0385,16/08/2017,Makrana,Achin,Nangarhar,45,54,0,0,0,0,0,0
AFG0386,21/08/2017,Marghi,Achin,Nangarhar,6,6,0,0,0,0,0,0
AFG0387,24/08/2017,Unknown,Shah Walikot,Kandahar,42,42,0,0,0,0,17,17
AFG0388,28/08/2017,"Mamand Dara, Marghay and Owsatkhan",Achin,Nangarhar,14,14,0,0,0,0,0,0
AFG0389,30/08/2017,Unknown,Pul e 'Alam,Logar,13,13,13,13,10,10,12,12
AFG0390,31/08/2017,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0
AFG0391,04/09/2017,Jarji village,Qarabagh,Kabul,0,2,0,2,0,0,0,3
AFG0392,04/09/2017,Chapa Dara,Manogi,Kunar,12,12,0,0,0,0,0,0
AFG0393,05/09/2017,Zenikhel,Nadir Shahwali Kot,Khost,6,6,0,0,0,0,1,1
AFG0394,09/09/2017,Unknown,Unknown,Kunar,1,1,0,0,0,0,0,0
AFG0395,18/09/2017,Unknown,Bala Balook,Farah,0,15,0,0,0,0,0,3
AFG0396,20/09/2017,Batash Dari,Nari,Kunar,11,11,0,0,0,0,0,0
AFG0397,21/09/2017,Sawki,Ghazi Abad,Kunar,7,7,0,0,0,0,0,0
AFG0398,24/09/2017,Unknown,Haska Mena,Nangarhar,5,5,0,0,0,0,0,0
AFG0399,27/09/2017,Vicinity of Hamid Karzai airport,Kabul,Kabul,0,4,0,0,0,0,5,11
AFG0400,27/09/2017,Unknown,Haska Mena,Nangarhar,5,5,0,0,0,0,0,0
AFG0401,29/09/2017,Unknown,Nazian,Nangarhar,15,15,0,0,0,0,0,0
AFG0402,30/09/2017,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0
AFG0403,10/10/2017,Ghol Pala,Raghistan,Badakhshan,0,8,0,0,0,0,0,15
AFG0404,10/10/2017,Unknown,Bati Kot,Nangarhar,2,2,0,0,0,0,0,0
AFG0405,11/10/2017,Unknown,Haska Mena,Nangarhar,4,4,0,0,0,0,0,0
AFG0406,11/10/2017,Bokra area,Syed Karim,Paktia,11,11,0,0,0,0,2,2
AFG0407,11/10/2017,Wach Ghrak area,Ahmadabad,Paktia,4,4,0,0,0,0,3,3
AFG0408,12/10/2017,Unknown,Unknown,Kunar,0,20,0,0,0,0,0,0
AFG0409,16/10/2017,Unknown,Jaji Maydan,Paktia,0,0,0,0,0,0,0,0
AFG0410,19/10/2017,Unknown,Maiwand,Kandahar,0,0,0,0,0,0,0,0
AFG0411,20/10/2017,Mamand,Achin,Nangarhar,10,10,0,0,0,0,0,0
AFG0412,04/11/2017,Unknown,Chardara,Kunduz,10,80,10,55,0,0,0,10
AFG0413,04/11/2017,Unknown,Achin,Nangarhar,15,15,0,0,0,0,0,0
AFG0414,05/11/2017,Kohsin,Sayed Karam,Paktia,4,4,0,0,0,0,7,7
AFG0415,05/11/2017,Unknown,Sayed Karam,Paktia,4,4,0,0,0,0,0,0
AFG0416,13/11/2017,Mamand Dara,Achin,Nangarhar,4,4,0,0,0,0,0,0
AFG0417,14/11/2017,Camp Khalid area,Sangin,Helmand,6,6,0,6,0,0,0,0
AFG0418,19/11/2017,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG0419,21/11/2017,Unknown,Unknown,Helmand,0,44,0,0,0,0,0,0
AFG0420,27/11/2017,Sala Kas,Haska Mena,Nangarhar,7,7,0,0,0,0,0,0
AFG0421,28/11/2017,Unknown,Azra,Logar,7,7,0,0,0,0,0,0
AFG0422,29/11/2017,Mamand Margha,Achin,Nangarhar,8,8,0,0,0,0,0,0
AFG0423,01/12/2017,Wazir Tangi,Khogyani,Nangarhar,4,4,0,0,0,0,8,8
AFG0424,01/12/2017,Unknown,Musa Qala,Helmand,5,5,0,0,0,0,0,0
AFG0425,02/12/2017,Unknown,Achin,Nangarhar,8,8,0,0,0,0,0,0
AFG0426,03/12/2017,Peshogan and Abdul Khel ​areas,Achin,Nangarhar,8,8,0,0,0,0,0,0
AFG0427,04/12/2017,Unknown,Between Musa Qala and Greskh,Helmand,6,6,0,0,0,0,0,0
AFG0428,05/12/2017,Unknown,Achin,Nangarhar,25,25,0,0,0,0,0,0
AFG0429,07/12/2017,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG0430,08/12/2017,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG0431,09/12/2017,Zabzak,Tarin Kot,Uruzgan,8,8,0,0,0,0,3,3
AFG0432,28/12/2017,Unknown,Unknown,Nangarhar,8,8,0,0,0,0,3,3
AFG0433,30/12/2017,Kas,Deh Bala,Nangarhar,3,3,0,0,0,0,0,0
AFG0434,01/01/2018,Unknown,Unknown,Nangarhar,2,2,2,2,0,0,4,4
AFG0435,03/01/2018,Unknown,Unknown,Helmand,1,1,1,1,0,0,1,1
AFG0436,11/01/2018,Unknown,Achin,Nangarhar,8,13,0,0,0,0,0,0
AFG0437,14/01/2018,Unknown,Want Waigal,Nuristan,3,3,0,0,0,0,0,0
AFG0438,20/01/2018,Unknown,Barmal,Paktika,14,14,0,0,0,0,0,0
AFG0439,20/01/2018,Unknown,Nika,Paktika,50,50,0,0,0,0,0,0
AFG0440,27/01/2018,Unknown,Barmal,Paktika,1,1,0,0,0,0,0,0
AFG0441,30/01/2018,Attal,Andar,Ghazni,26,26,0,0,0,0,20,22
AFG0442,02/02/2018,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG0443,04/02/2018,Unknown,Unknown,Badakhshan,0,0,0,0,0,0,0,0
AFG0444,04/02/2018,Unknown,Unknown,Badakhshan,0,0,0,0,0,0,0,0
AFG0445,08/02/2018,Unknown,Unknown,Jawzjan,0,0,0,0,0,0,2,2
AFG0446,15/02/2018,Unknown,Unknown,Helmand,1,1,1,1,0,0,1,1
AFG0447,16/02/2018,Degal,Chapa Dara,Kunar,7,7,0,0,0,0,0,0
AFG0448,16/02/2018,Unknown,Unknown,Helmand,1,1,1,1,0,0,0,0
AFG0449,22/02/2018,Unknown,Barmal,Paktika,1,1,0,0,0,0,0,0
AFG0450,25/02/2018,Unknown,Unknown,Balkh,0,0,0,0,0,0,2,2
AFG0451,07/03/2018,Unknown,Unknown,Kunar,12,21,0,1,0,1,0,0
AFG0452,08/03/2018,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG0453,09/03/2018,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG0454,11/03/2018,Unknown,Unknown,Kandahar,0,25,0,0,0,0,0,14
AFG0455,14/03/2018,Unknown,Unknown,Kunar,3,3,3,3,0,0,1,1
AFG0456,16/03/2018,Unknown,Darzab and Qishtepa​,Jawzjan,35,37,0,0,0,0,12,12
AFG0457,16/03/2018,Unknown,Unknown,Sar e Pul,2,2,0,0,0,0,0,0
AFG0458,17/03/2018,Unknown,Khakriz,Kandahar,13,13,0,0,0,0,0,0
AFG0459,22/03/2018,Unknown,Haska Mena,Nangarhar,8,8,0,0,0,0,0,0
AFG0460,23/03/2018,Serai,Sawkai,Kunar,1,1,0,0,0,0,0,0
AFG0461,28/03/2018,Unknown,Chapa Dara,Kunar,6,6,0,0,0,0,0,0
AFG0462,31/03/2018,Unknown,Unknown,Herat,1,1,1,1,0,0,0,0
AFG0463,01/04/2018,Unknown,Nad Ali,Helmand,0,0,0,0,0,0,0,0
AFG0464,03/04/2018,Unknown,Unknown,Farah and Nimroz,0,0,0,0,0,0,0,0
AFG0465,05/04/2018,Unknown,Bal Chiragh,Faryab,2,2,0,0,0,0,0,0
AFG0466,12/04/2018,Unknown,Omana,Paktika,7,7,0,0,0,0,3,3
AFG0467,12/04/2018,Unknown,Warduj,Badakhshan,0,0,0,0,0,0,0,0
AFG0468,20/04/2018,Unknown,Bakwah,Farah,0,0,0,0,0,0,0,0
AFG0469,21/04/2018,Unknown,Marjah,Helmand,0,0,0,0,0,0,0,0
AFG0470,23/04/2018,Unknown,Sherzad,Nangarhar,2,2,0,0,0,0,0,0
AFG0471,08/05/2018,Unknown,Unknown,Wardak,1,1,1,1,0,0,0,0
AFG0472,09/05/2018,Sanga Khair,Maqur,Badghis,6,6,0,0,0,0,0,0
AFG0473,09/05/2018,Surgol,Zazi Aryub,Paktia,35,35,0,0,0,0,0,0
AFG0474,15/05/2018,Farah city,Farah,Farah,28,28,0,0,0,0,0,0
AFG0475,21/05/2018,Unknown,Unknown,Helmand,0,0,0,0,0,0,1,1
AFG0476,24/05/2018,Unknown,Musa Qala,Helmand,50,50,0,0,0,0,0,0
AFG0477,24/05/2018,Unknown,Faizabad City,Badakhshan,0,0,0,0,0,0,0,0
AFG0478,24/05/2018,Unknown,Kishm,Badakhshan,0,0,0,0,0,0,0,0
AFG0479,24/05/2018,Unknown,Sangin,Helmand,2,2,0,0,0,0,0,0
AFG0480,25/05/2018,Unknown,Nahr e Saraj,Helmand,1,1,0,0,0,0,0,0
AFG0481,26/05/2018,Unknown,Unknown,Helmand,1,1,0,0,0,0,0,0
AFG0482,27/05/2018,Kohsen,Syed Karm,Paktia,6,6,0,0,0,0,5,5
AFG0483,28/05/2018,Ghulam Dag,Chaparhar,Nangarhar,11,11,0,0,0,0,0,0
AFG0484,28/05/2018,Unknown,Chora,Uruzgan,10,10,0,0,0,0,0,0
AFG0485,01/06/2018,Unknown,Unknown,Nangarhar,1,1,1,1,0,0,2,2
AFG0486,02/06/2018,Unknown,Unknown,Logar,0,0,0,0,0,0,1,1
AFG0487,04/06/2018,Aloza,Pul e 'Alam,Logar,0,13,0,0,0,0,0,0
AFG0488,13/06/2018,Unknown,Unknown,Kunar,0,5,0,0,0,0,0,0
AFG0489,27/06/2018,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0
AFG0490,30/06/2018,Unknown,Unknown,"Ghazni, Helmand and Uruzgan",0,0,0,0,0,0,0,0
AFG0491,30/06/2018,Unknown,Unknown,Farah,1,1,1,1,0,0,0,0
AFG0492,01/07/2018,Payin,Chaparhar,Nangarhar,2,2,0,0,0,0,0,0
AFG0493,03/07/2018,Unknown,Unknown,Kunar,0,1,0,0,0,0,0,0
AFG0494,12/07/2018,Unknown,Zurmat,Paktia,0,37,0,11,0,3,0,0
AFG0495,15/07/2018,Kalawamado,Maroof,Kandahar,12,12,0,0,0,0,1,1
AFG0496,19/07/2018,Unknown,Chardara,Kunduz,14,14,14,14,7,7,1,2
AFG0497,22/07/2018,Unknown,Tagab,Kapisa,2,2,0,0,0,0,0,0
AFG0498,23/07/2018,Unknown,Unknown,Helmand,2,2,2,2,0,0,0,0
AFG0499,07/08/2018,Unknown,Azra,Logar,9,14,0,0,0,0,0,15
AFG0500,10/08/2018,Ghazni City,Ghazni,Ghazni,0,0,0,0,0,0,0,0
AFG0501,13/08/2018,Unknown,Ghazni,Ghazni,220,220,0,0,0,0,0,0
AFG0502,16/08/2018,Chah Anjir and Triz Nawar,Nad Ali,Helmand,27,27,3,3,0,0,7,7
AFG0503,16/08/2018,Tamin,Alishang district,Laghman,1,1,0,0,0,0,1,1
AFG0504,25/08/2018,Unknown,Khogyani,Nangarhar,10,11,0,0,0,0,0,0
AFG0505,26/08/2018,Unknown,Unknown,Zabul,2,2,2,2,0,0,0,0
AFG0506,31/08/2018,Unknown,Unknown,Parwan,4,4,0,0,0,0,0,0
AFG0507,01/09/2018,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG0508,01/09/2018,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG0509,02/09/2018,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG0510,02/09/2018,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG0511,02/09/2018,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG0512,02/09/2018,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG0513,03/09/2018,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG0514,03/09/2018,Unknown,Unknown,Kabul,0,0,0,0,0,0,0,0
AFG0515,03/09/2018,Unknown,Unknown,Kapisa,0,0,0,0,0,0,0,0
AFG0516,03/09/2018,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG0517,03/09/2018,Unknown,Unknown,Paktika,0,0,0,0,0,0,0,0
AFG0518,04/09/2018,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG0519,04/09/2018,Unknown,Unknown,Herat,0,0,0,0,0,0,0,0
AFG0520,04/09/2018,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG0521,04/09/2018,Unknown,Unknown,Kunar,0,0,0,0,0,0,0,0
AFG0522,04/09/2018,Unknown,Unknown,Kunduz,0,0,0,0,0,0,0,0
AFG0523,04/09/2018,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG0524,04/09/2018,Unknown,Unknown,Wardak,0,0,0,0,0,0,0,0
AFG0525,05/09/2018,Unknown,Unknown,Ghazni,0,0,0,0,0,0,0,0
AFG0526,05/09/2018,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG0527,05/09/2018,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG0528,05/09/2018,Unknown,Unknown,Kapisa,0,0,0,0,0,0,0,0
AFG0529,05/09/2018,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG0530,05/09/2018,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG0531,06/09/2018,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG0532,06/09/2018,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG0533,06/09/2018,Unknown,Unknown,Khost,0,0,0,0,0,0,0,0
AFG0534,06/09/2018,Unknown,Unknown,Kunar,0,0,0,0,0,0,0,0
AFG0535,06/09/2018,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG0536,06/09/2018,Unknown,Unknown,Logar,0,0,0,0,0,0,1,1
AFG0537,06/09/2018,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG0538,06/09/2018,Unknown,Unknown,Paktia,0,0,0,0,0,0,0,0
AFG0539,07/09/2018,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG0540,07/09/2018,Unknown,Unknown,Kabul,0,0,0,0,0,0,0,0
AFG0541,07/09/2018,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG0542,07/09/2018,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG0543,07/09/2018,Unknown,Unknown,Paktika,0,0,0,0,0,0,0,0
AFG0544,08/09/2018,Unknown,Unknown,Wardak,0,0,0,0,0,0,0,0
AFG0545,08/09/2018,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG0546,08/09/2018,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG0547,09/09/2018,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG0548,09/09/2018,Unknown,Unknown,Baghlan,0,0,0,0,0,0,0,0
AFG0549,09/09/2018,Unknown,Unknown,Kapisa,0,0,0,0,0,0,0,0
AFG0550,09/09/2018,Unknown,Unknown,Kunar,0,0,0,0,0,0,0,0
AFG0551,09/09/2018,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG0552,09/09/2018,Unknown,Unknown,Paktia,0,0,0,0,0,0,0,0
AFG0553,09/09/2018,Unknown,Unknown,Wardak,0,0,0,0,0,0,0,0
AFG0554,10/09/2018,Unknown,Nawah,Ghazni,30,30,0,0,0,0,0,0
AFG0555,10/09/2018,Unknown,Unknown,Baghlan,0,0,0,0,0,0,0,0
AFG0556,10/09/2018,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG0557,10/09/2018,Unknown,Unknown,Khost,0,0,0,0,0,0,0,0
AFG0558,10/09/2018,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG0559,10/09/2018,Unknown,Unknown,Wardak,0,0,0,0,0,0,0,0
AFG0560,10/09/2018,Unknown,Unknown,Sar e Pul,0,0,0,0,0,0,0,0
AFG0561,11/09/2018,Unknown,Unknown,Baghlan,0,0,0,0,0,0,0,0
AFG0562,11/09/2018,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG0563,11/09/2018,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG0564,11/09/2018,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG0565,11/09/2018,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG0566,11/09/2018,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG0567,11/09/2018,Unknown,Unknown,Paktia,0,0,0,0,0,0,0,0
AFG0568,11/09/2018,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG0569,12/09/2018,Unknown,Unknown,Baghlan,0,0,0,0,0,0,0,0
AFG0570,12/09/2018,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG0571,12/09/2018,Unknown,Unknown,Kunar,0,0,0,0,0,0,0,0
AFG0572,12/09/2018,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG0573,12/09/2018,Unknown,Unknown,Paktia,0,0,0,0,0,0,0,0
AFG0574,12/09/2018,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG0575,13/09/2018,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG0576,13/09/2018,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG0577,14/09/2018,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG0578,14/09/2018,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG0579,14/09/2018,Unknown,Unknown,Paktia,0,0,0,0,0,0,0,0
AFG0580,15/09/2018,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG0581,15/09/2018,Unknown,Unknown,Kunar,0,0,0,0,0,0,0,0
AFG0582,15/09/2018,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG0583,15/09/2018,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG0584,15/09/2018,Unknown,Unknown,Paktia,0,0,0,0,0,0,0,0
AFG0585,15/09/2018,Unknown,Unknown,Wardak,0,0,0,0,0,0,0,0
AFG0586,15/09/2018,Unknown,Unknown,Zabul,0,0,0,0,0,0,0,0
AFG0587,16/09/2018,Unknown,Unknown,Ghazni,0,0,0,0,0,0,0,0
AFG0588,16/09/2018,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG0589,16/09/2018,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG0590,16/09/2018,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG0591,16/09/2018,Unknown,Unknown,Paktika,0,0,0,0,0,0,0,0
